network_id,network_type,node_count,edge_count,average_degree,max_degree,density,clustering_coefficient,average_path_length,diameter,betweenness_centrality_max,eigenvector_centrality_max,pagerank_max,modularity_Q,community_count,percolation_threshold_pc,largest_component_fraction,contagion_probability,debtrank_systemic_risk,algebraic_connectivity,spectral_gap,is_scale_free,power_law_exponent_gamma,phi_modularity_ratio
NET-000364,oracle_network,20,65,6.5331,36,0.32665595,0.41492002,1.483543,4,0.06630066,0.55453454,0.36971795,0.382533,2,0.095049,0.834263,0.32958926,0.25518798,0.29352987,1.192717,True,2.4676,0.618951
NET-000365,bridge_relay,1000,3572,7.1452,43,0.00714525,0.29923448,3.29343,6,0.47506931,0.34120968,0.00891335,0.47907,14,0.143318,0.853197,0.35972141,0.61144087,0.50159748,1.403573,False,2.5082,0.775151
NET-000366,governance_voting,50,93,3.7412,23,0.07482367,0.42601963,2.51369,7,0.11768588,0.44685332,0.02077727,0.553904,3,0.50599,0.865478,0.16369704,0.40970333,0.62624887,0.946732,True,2.1669,0.896236
NET-000367,oracle_network,100,228,4.5631,21,0.0456305,0.36769565,2.683436,6,0.52174875,0.41484607,0.04726013,0.851044,3,0.337796,0.753769,0.49766183,0.10918513,0.66027169,1.431963,True,2.512,1.377019
NET-000368,liquidity_pool,200,537,5.3702,32,0.02685121,0.20742574,2.861422,9,0.21613228,0.49466424,0.02131437,0.643742,6,0.080359,0.847743,0.22061666,0.67014296,0.64364447,1.756793,False,2.8227,1.041596
NET-000369,bridge_relay,1000,3964,7.9296,31,0.00792964,0.28494024,3.155125,6,0.16441151,0.75498071,0.00681227,0.75294,16,0.233904,0.676043,0.32542358,0.33769894,0.53256009,2.442136,False,2.4452,1.218283
NET-000370,bridge_relay,100,334,6.6866,27,0.06686648,0.19870719,2.258007,6,0.44028528,0.83815891,0.07024795,0.219496,5,0.172744,0.912905,0.18199613,0.19963286,0.61726788,0.621336,True,2.0865,0.355151
NET-000371,validator_consensus,50,195,7.8089,28,0.15617812,0.56742751,1.798,3,0.19713916,0.38814164,0.10841215,0.868011,4,0.184887,0.918407,0.09138873,0.15707617,0.88650804,1.587667,True,3.0436,1.404471
NET-000372,governance_voting,100,345,6.9167,44,0.0691671,0.37043425,2.225821,5,0.38547697,0.75431977,0.03614569,0.65849,3,0.180859,0.867148,0.03962932,0.63399022,0.70882449,2.1643,True,2.9499,1.065458
NET-000373,oracle_network,50,118,4.7598,18,0.0951953,0.35509486,2.234297,6,0.05517606,0.31639969,0.0876063,0.512369,3,0.358829,0.919481,0.32173512,0.29374312,0.61519882,0.987272,True,2.4014,0.82903
NET-000374,validator_consensus,200,928,9.2854,56,0.04642708,0.26578557,2.273247,4,0.13077597,0.49065577,0.02073562,0.638358,6,0.337346,0.660598,0.49444419,0.412674,0.58018471,3.168392,True,2.3856,1.032885
NET-000375,bridge_relay,1000,1624,3.2489,11,0.00324895,0.29450534,4.774929,11,0.53047042,0.55187524,0.00093783,0.791149,18,0.159345,0.7916,0.73136413,0.20385149,0.78482359,0.885862,True,2.1544,1.280106
NET-000376,liquidity_pool,200,568,5.6824,21,0.02841194,0.1877531,2.789358,7,0.34054913,0.4059195,0.02914629,0.539165,5,0.251039,0.70391,0.11558153,0.14548888,0.10661042,2.062207,False,2.8447,0.872387
NET-000377,liquidity_pool,200,430,4.3078,24,0.02153906,0.51591681,3.174204,9,0.25319817,0.17812619,0.02109089,0.827051,9,0.270552,0.590436,0.30668905,0.66871862,0.55625445,1.692371,True,2.4674,1.338196
NET-000378,bridge_relay,1000,2725,5.4511,28,0.00545109,0.39601767,3.705383,7,0.42401997,0.47287285,0.00453057,0.536351,17,0.346561,0.709821,0.57655736,0.13242504,0.54900791,1.69236,False,2.5034,0.867834
NET-000379,liquidity_pool,500,1441,5.7659,25,0.01153188,0.30358579,3.250486,5,0.34107614,0.46686151,0.01084072,0.868758,10,0.192666,0.576961,0.08144617,0.49833355,0.33588409,1.179139,True,2.9177,1.40568
NET-000380,liquidity_pool,200,679,6.7999,19,0.03399974,0.20376973,2.579365,4,0.49310775,0.53943098,0.02607608,0.509442,7,0.232575,0.661573,0.26568233,0.44958738,0.75532729,1.876629,True,2.714,0.824294
NET-000381,validator_consensus,1000,4104,8.2084,40,0.00820841,0.56026739,3.111437,7,0.15842158,0.77307033,0.00393793,0.58521,8,0.438864,0.644135,0.27978998,0.53679745,0.68795779,1.795164,True,2.1775,0.94689
NET-000382,token_transfer,100,311,6.2262,31,0.06226187,0.45231367,2.328535,4,0.61537156,0.17305901,0.06594974,0.50974,5,0.229451,0.954718,0.23309475,0.22606327,0.42517027,2.111407,False,2.8958,0.824777
NET-000383,market_maker_graph,500,1253,5.0159,20,0.01003173,0.29714689,3.463335,9,0.68153553,0.3872598,0.00269136,0.531398,11,0.106603,0.835555,0.12728939,0.35880914,0.72921886,1.202811,False,2.7157,0.859819
NET-000384,interbank_lending,100,353,7.0695,43,0.0706952,0.43796874,2.205442,5,0.18484455,0.78410088,0.04731455,0.648052,4,0.402461,0.874092,0.04132496,0.12832935,0.51439188,2.668163,False,1.6691,1.04857
NET-000385,validator_consensus,50,54,2.1874,11,0.04374753,0.50155396,3.374767,9,0.10488384,0.31695802,0.08934258,0.707357,4,0.459953,0.871366,0.39267666,0.1943302,0.66600862,1.081992,True,3.1796,1.144528
NET-000386,oracle_network,500,933,3.7334,25,0.00746689,0.29505365,3.997425,10,0.19509863,0.34243775,0.00396077,0.336802,6,0.068231,0.92842,0.19853081,0.27765146,0.62615981,0.621405,True,2.8063,0.544956
NET-000387,interbank_lending,500,1870,7.4814,44,0.01496276,0.66241253,2.906912,9,0.11197051,0.509429,0.01063573,0.668629,9,0.202552,0.820317,0.3869722,0.13172665,0.52151076,1.591676,False,2.3427,1.081864
NET-000388,liquidity_pool,20,21,2.1746,10,0.10873061,0.14777162,2.593291,7,0.08673822,0.47182526,0.23582795,0.502179,2,0.390501,0.904765,0.32076188,0.23275751,1.16382145,0.450324,True,2.1294,0.812543
NET-000389,liquidity_pool,50,172,6.9172,46,0.1383434,0.47067026,1.890749,5,0.21700039,0.70413748,0.01909369,0.762714,4,0.241272,0.977258,0.05724447,0.62612614,0.35071848,1.621878,True,2.5616,1.234097
NET-000390,governance_voting,500,1797,7.1896,36,0.01437923,0.41129514,2.955303,10,0.08392114,0.35549811,0.01080977,0.758419,10,0.209357,0.827193,0.10766639,0.22849689,0.48898289,2.121267,True,2.5094,1.227148
NET-000391,token_transfer,200,537,5.3719,29,0.02685945,0.53884368,2.861023,7,0.33114833,0.26512455,0.01722578,0.54083,10,0.428381,0.842442,0.26752627,0.76520665,0.34758746,2.185498,True,2.6049,0.875082
NET-000392,governance_voting,1000,2090,4.1812,26,0.00418125,0.35408388,4.199125,8,0.11133177,0.6111949,0.00517642,0.348301,8,0.221165,0.672308,0.06778274,0.47224589,0.37486461,1.708951,True,2.5084,0.563564
NET-000393,oracle_network,100,433,8.6758,46,0.08675787,0.43269081,2.029043,5,0.4901252,0.22604403,0.04324886,0.663905,5,0.439776,0.599325,0.06895215,0.26836658,0.7061972,2.474564,True,2.7899,1.074221
NET-000394,market_maker_graph,100,474,9.4887,60,0.09488664,0.42702746,1.959401,4,0.01583594,0.09386181,0.07973151,0.839003,6,0.078061,0.602096,0.21518987,0.21291698,0.58692479,3.48009,False,2.2875,1.357536
NET-000395,bridge_relay,20,47,4.7334,17,0.23666923,0.19507509,1.715468,4,0.08059478,0.45082771,0.21888125,0.86436,2,0.026431,0.706831,0.44553497,0.41648047,0.51612643,0.818404,True,1.9118,1.398563
NET-000396,validator_consensus,500,1695,6.783,32,0.01356593,0.3328337,3.028654,8,0.15042971,0.43799964,0.00118373,0.376358,10,0.393597,0.962102,0.45023472,0.18505795,0.09277727,0.785733,True,2.748,0.60896
NET-000397,market_maker_graph,500,554,2.2187,10,0.00443733,0.61724589,5.316326,18,0.5793709,0.57111428,0.00665235,0.556803,13,0.317839,0.592269,0.19146672,0.13153497,0.41920646,0.008419,True,2.6377,0.900925
NET-000398,token_transfer,20,31,3.111,19,0.15555118,0.39069566,2.119114,3,0.16654682,0.29998488,0.30540376,0.642212,2,0.279471,0.902626,0.14976678,0.07452072,0.47755326,1.390198,False,2.678,1.039121
NET-000399,governance_voting,500,1165,4.6623,20,0.00932468,0.3747699,3.584309,8,0.09971896,0.52466579,0.01036993,0.545225,12,0.471879,0.798228,0.38167058,0.27526119,0.46673133,1.621974,True,3.0621,0.882192
NET-000400,oracle_network,100,239,4.7867,18,0.04786728,0.19022558,2.623181,9,0.34767287,0.20650634,0.04952429,0.559605,4,0.070801,0.939035,0.36286137,0.27958015,0.65037168,2.015488,False,2.3534,0.90546
NET-000401,interbank_lending,100,436,8.7284,46,0.08728401,0.32870066,2.024207,5,0.28824584,0.44394655,0.06751597,0.887254,5,0.305085,0.919093,0.36425428,0.41483503,0.13843977,2.004121,False,2.8767,1.435608
NET-000402,market_maker_graph,1000,3449,6.8982,32,0.00689823,0.47490162,3.342508,12,0.08999157,0.39816208,0.00664823,0.607556,17,0.133725,0.924232,0.16238749,0.20619482,0.00028766,1.470853,False,1.8635,0.983046
NET-000403,validator_consensus,100,308,6.1648,27,0.06164815,0.32058598,2.338621,4,0.042771,0.58421305,0.0817263,0.753288,7,0.249555,0.831317,0.27668471,0.06421156,0.46312875,2.063588,False,2.6873,1.218846
NET-000404,bridge_relay,200,385,3.8595,12,0.01929728,0.33841605,3.3514,7,0.08676433,0.1591265,0.03581122,0.668899,6,0.483502,0.741552,0.12360813,0.1147565,0.58186801,1.003497,True,2.7575,1.082302
NET-000405,interbank_lending,20,29,2.933,12,0.14665085,0.58131123,2.187613,6,0.04413201,0.67315208,0.08799292,0.486822,2,0.348035,0.838771,0.1575061,0.36926518,0.70109521,0.382805,True,2.428,0.787695
NET-000406,validator_consensus,20,72,7.299,51,0.3649492,0.3874632,1.415663,4,0.26322581,0.163949,0.34742836,0.79653,2,0.328698,0.943696,0.04164669,0.1343414,0.78458053,2.01905,True,2.665,1.288812
NET-000407,bridge_relay,200,572,5.7245,21,0.0286226,0.1126195,2.780159,5,0.36740976,0.7474382,0.01491311,0.704152,8,0.414192,0.584489,0.24109326,0.23463006,0.49723068,1.616703,True,2.182,1.139341
NET-000408,governance_voting,20,55,5.5984,28,0.27991768,0.39090982,1.587715,3,0.13869479,0.21772407,0.34637929,0.521094,2,0.317609,0.977656,0.01869629,0.19312551,0.19337078,1.68796,True,2.8256,0.843148
NET-000409,oracle_network,1000,1641,3.2828,13,0.00328275,0.58783159,4.748918,7,0.11144333,0.60692897,0.0002462,0.847893,17,0.210071,0.908268,0.14706773,0.29578914,0.39723639,0.576817,True,2.709,1.371919
NET-000410,market_maker_graph,50,72,2.8864,14,0.05772862,0.33037569,2.881803,4,0.40033303,0.53144245,0.13161187,0.756193,4,0.422847,0.80895,0.38803361,0.22051755,0.26620618,0.63125,True,1.9805,1.223546
NET-000411,bridge_relay,100,486,9.7286,45,0.09728616,0.21940448,1.940723,4,0.11851471,0.48786502,0.0539253,0.626903,5,0.267503,0.774945,0.25092304,0.26197318,0.77253225,2.850011,False,2.2461,1.01435
NET-000412,governance_voting,500,1264,5.0586,28,0.01011711,0.34038979,3.44974,9,0.24077912,0.12672134,0.01074616,0.551635,10,0.482897,0.584311,0.12063345,0.57342885,0.26465175,1.006257,True,2.5583,0.892564
NET-000413,liquidity_pool,20,52,5.2737,24,0.26368306,0.35927984,1.631342,3,0.39936837,0.13997802,0.12234164,0.777658,2,0.129962,0.923419,0.11207186,0.48738629,0.31660874,2.317664,False,2.1667,1.258276
NET-000414,bridge_relay,500,1518,6.075,29,0.01215009,0.20282228,3.176271,7,0.32783642,0.56613087,0.00805691,0.556162,11,0.45264,0.710411,0.17706603,0.22180677,0.41632926,1.685035,False,2.2661,0.899888
NET-000415,oracle_network,100,101,2.0258,12,0.02025805,0.28459742,4.159379,8,0.17245491,0.55954147,0.05202901,0.633874,5,0.225579,0.850526,0.50429834,0.277061,0.36107805,0.551952,True,2.1663,1.025629
NET-000416,market_maker_graph,20,53,5.3984,32,0.26992062,0.1604443,1.614036,3,0.18691594,0.6315236,0.21154268,0.332243,2,0.162358,0.898133,0.31634287,0.26489895,0.54618334,1.297184,True,2.0482,0.537581
NET-000417,market_maker_graph,200,924,9.2487,38,0.04624334,0.50344592,2.276743,7,0.32280318,0.36135824,0.0194544,0.810533,5,0.159901,0.711633,0.12131627,0.12041095,0.6139716,2.24913,True,2.5523,1.31147
NET-000418,oracle_network,200,661,6.6106,32,0.03305289,0.30187431,2.610601,6,0.08806179,0.24605695,0.02603856,0.527687,5,0.117308,0.45034,0.303118,0.18822766,0.09593817,2.144202,True,2.3668,0.853815
NET-000419,bridge_relay,100,334,6.6854,32,0.06685364,0.36372724,2.258192,5,0.41257681,0.66245426,0.06243765,0.413707,4,0.356327,0.956568,0.30993541,0.1345079,0.33074167,1.346194,True,2.4265,0.669392
NET-000420,liquidity_pool,200,389,3.8969,24,0.01948436,0.38755986,3.335218,8,0.46364571,0.54212201,0.02577427,0.505179,9,0.294512,0.904057,0.29603739,0.36614595,0.64433512,1.07605,True,2.5659,0.817397
NET-000421,liquidity_pool,500,1760,7.0426,28,0.01408528,0.21573807,2.980975,6,0.41888539,0.18298115,0.00479729,0.242407,8,0.218214,0.650879,0.28271422,0.35753219,0.62642545,2.590034,True,2.5634,0.392223
NET-000422,oracle_network,200,736,7.3641,30,0.03682068,0.40827877,2.494555,5,0.08770823,0.31878453,0.02121118,0.464228,7,0.194991,0.562264,0.08648949,0.46517205,0.41851016,2.215076,True,2.697,0.751137
NET-000423,validator_consensus,500,1658,6.6359,28,0.01327172,0.39019656,3.057083,9,0.29855966,0.31270489,0.00230406,0.734451,12,0.547104,0.629824,0.21876829,0.44675843,0.56143493,2.25601,False,2.3281,1.188367
NET-000424,bridge_relay,100,211,4.2323,21,0.04232285,0.28037622,2.782836,5,0.39354244,0.72336692,0.04746383,0.759793,5,0.558932,0.812766,0.17369171,0.12149943,0.6229637,1.554301,True,2.7462,1.229372
NET-000425,oracle_network,50,102,4.1173,22,0.08234595,0.31857027,2.396153,5,0.12782883,0.55795005,0.14405218,0.460492,4,0.377632,0.828828,0.09213951,0.21517193,0.46049248,1.727918,True,2.6457,0.745092
NET-000426,validator_consensus,1000,1420,2.8418,14,0.00284176,0.71182158,5.132326,14,0.39399589,0.37939788,0.0057889,0.751752,13,0.140203,0.810366,0.18862094,0.13364012,0.66352478,0.236345,True,2.6907,1.216361
NET-000427,validator_consensus,1000,4810,9.6207,46,0.00962071,0.32526115,2.923539,4,0.1989646,0.40091261,0.00404243,0.357672,11,0.233829,0.915069,0.26847479,0.27485186,0.82818105,2.167544,False,2.3973,0.578725
NET-000428,liquidity_pool,100,393,7.86,36,0.07860021,0.34309313,2.110963,5,0.04630474,0.39921947,0.0529108,0.561591,4,0.182167,0.707872,0.29809547,0.35957152,0.32536905,3.070919,True,2.8577,0.908673
NET-000429,liquidity_pool,100,449,8.9907,28,0.08990692,0.15195366,2.000809,4,0.25397298,0.54141572,0.07114707,0.875123,4,0.220571,0.736853,0.05526775,0.3472225,0.38375444,2.996955,True,3.0088,1.415978
NET-000430,oracle_network,50,59,2.3945,13,0.04789009,0.5431851,3.200915,8,0.43379953,0.58259944,0.06054603,0.658427,3,0.275349,0.902265,0.31927378,0.35742318,0.43027793,0.081709,True,2.5564,1.065357
NET-000431,interbank_lending,20,60,6.068,29,0.30340162,0.64685268,1.531888,2,0.47712797,0.52157117,0.0589949,0.783044,2,0.14785,0.876629,0.19259228,0.50840432,0.20253239,1.684833,True,2.4355,1.266991
NET-000432,bridge_relay,1000,2889,5.7794,17,0.00577942,0.353637,3.609273,9,0.21586023,0.635001,0.00389643,0.494301,19,0.239444,0.879584,0.17963858,0.30742392,0.43873955,1.945239,True,2.5932,0.799796
NET-000433,bridge_relay,1000,3259,6.5182,33,0.00651824,0.64965666,3.424204,8,0.33397459,0.50196515,0.00684135,0.555603,16,0.064839,0.58697,0.28474934,0.18127336,0.38251019,1.461863,False,3.3268,0.898984
NET-000434,liquidity_pool,50,198,7.9411,41,0.15882167,0.12440391,1.785776,3,0.23361362,0.6044374,0.11270055,0.566783,3,0.261366,0.949132,0.08933972,0.11864338,0.23804267,2.846795,True,2.4744,0.917075
NET-000435,oracle_network,50,144,5.7755,23,0.11551096,0.44686147,2.044625,4,0.10244553,0.16807987,0.15366427,0.764635,4,0.270848,0.854342,0.14073178,0.12349425,0.58736725,1.80014,True,2.9288,1.237205
NET-000436,oracle_network,20,40,4.0189,12,0.20094272,0.18541627,1.85701,6,0.48646406,0.50888879,0.3279922,0.640417,2,0.276641,0.618079,0.1863105,0.63335009,0.47632256,1.356212,False,2.4694,1.036216
NET-000437,interbank_lending,1000,1678,3.3566,13,0.00335664,0.24405213,4.693723,11,0.57457168,0.58085775,0.00627554,0.787832,19,0.594688,0.692666,0.05385925,0.41106753,0.58836052,1.607219,True,2.3581,1.27474
NET-000438,interbank_lending,50,149,5.9833,30,0.11966685,0.48647637,2.012847,5,0.11496496,0.64168059,0.08822787,0.688219,4,0.322507,0.742637,0.38774689,0.62823403,0.54186465,1.57464,True,2.5269,1.113561
NET-000439,validator_consensus,1000,2275,4.551,28,0.00455103,0.37692176,4.030236,11,0.30632759,0.41027614,0.00460474,0.709571,18,0.075793,0.836468,0.31660688,0.2088446,0.33441328,1.004396,True,2.2277,1.148109
NET-000440,oracle_network,200,428,4.2814,24,0.02140706,0.5970026,3.183715,6,0.64324681,0.6749556,0.02892968,0.655205,7,0.39842,0.730052,0.58185971,0.13135527,0.67369155,1.062148,True,2.4497,1.060144
NET-000441,token_transfer,50,192,7.7184,34,0.15436779,0.72086756,1.806576,6,0.49790739,0.27301798,0.15196528,0.759387,3,0.320266,0.852193,0.15482629,0.26578801,0.63992519,2.428893,False,2.0088,1.228713
NET-000442,oracle_network,50,134,5.3706,27,0.1074113,0.44217321,2.112679,5,0.61916533,0.13287925,0.11158148,0.427064,4,0.111151,0.894149,0.22313266,0.1655095,0.60358581,1.71188,True,2.7219,0.691004
NET-000443,validator_consensus,500,1778,7.1128,36,0.01422551,0.35360718,2.968614,5,0.36480431,0.2478011,0.00553846,0.61075,14,0.355643,0.383197,0.30157266,0.51614828,0.4504577,1.98066,False,2.6658,0.988215
NET-000444,governance_voting,200,716,7.1694,46,0.03584724,0.48094166,2.522526,6,0.19454711,0.41649706,0.02169075,0.568415,8,0.376262,0.860512,0.12513243,0.32631476,0.79443183,2.383802,True,2.3405,0.919716
NET-000445,token_transfer,50,195,7.8385,38,0.15677048,0.34967569,1.795231,4,0.368942,0.56986291,0.16172755,0.710905,3,0.165215,0.68202,0.205693,0.39471409,0.66920644,3.420583,True,2.1478,1.150268
NET-000446,token_transfer,1000,5008,10.0174,62,0.01001738,0.64393594,2.878862,7,0.65927755,0.26786483,0.00615273,0.878932,18,0.303233,0.969767,0.16909768,0.05999797,0.22880945,3.500761,True,2.1234,1.422142
NET-000447,token_transfer,20,76,7.6073,38,0.38036429,0.34629054,1.391675,3,0.3919797,0.1454118,0.35006269,0.875503,2,0.248512,0.896074,0.18002172,0.48303162,0.36023562,2.196535,False,2.6996,1.416594
NET-000448,market_maker_graph,500,1735,6.9423,36,0.01388457,0.48393204,2.999037,5,0.31134157,0.40222594,0.00044238,0.857416,10,0.29609,0.827694,0.21172689,0.17538659,0.22737652,1.804887,True,2.539,1.387328
NET-000449,governance_voting,200,570,5.703,24,0.0285151,0.15457605,2.784838,7,0.60947743,0.19387864,0.03495154,0.695713,8,0.507213,0.677864,0.27476942,0.30963694,0.30503932,2.112857,True,2.2806,1.125687
NET-000450,governance_voting,20,101,10.1751,58,0.50875489,0.32973837,1.241143,3,0.3442432,0.20139237,0.40431189,0.436937,2,0.195528,0.631018,0.29302403,0.0614803,0.53322179,2.140397,True,2.1622,0.706979
NET-000451,validator_consensus,1000,3904,7.8085,37,0.00780852,0.33638537,3.174929,7,0.42695826,0.41611283,0.00291396,0.447693,22,0.650199,0.921442,0.11160353,0.17542754,0.37723871,2.648433,True,2.3376,0.724382
NET-000452,market_maker_graph,20,34,3.484,17,0.17420217,0.12606966,1.996456,4,0.28112657,0.66872722,0.3538467,0.717073,2,0.294899,0.573124,0.39843012,0.50269908,0.52873473,1.279923,False,2.0964,1.160248
NET-000453,oracle_network,200,386,3.8605,24,0.01930251,0.36828878,3.350944,8,0.06394882,0.12248554,0.01469948,0.835677,7,0.37745,0.751028,0.28327245,0.13428381,0.37633247,1.238642,False,2.4011,1.352154
NET-000454,market_maker_graph,1000,3154,6.3098,34,0.00630978,0.32857781,3.472607,8,0.09112239,0.48695206,0.00624787,0.709393,21,0.152485,0.616324,0.14177631,0.3248116,0.44298387,2.140777,False,2.1713,1.147822
NET-000455,governance_voting,200,420,4.205,19,0.02102477,0.32211053,3.211859,7,0.41992332,0.53833078,0.01261831,0.514321,8,0.270214,0.875356,0.26492076,0.34542492,0.3936099,1.280842,True,2.4536,0.832189
NET-000456,validator_consensus,1000,3320,6.6405,43,0.00664045,0.19703561,3.397051,9,0.0831093,0.49452967,0.00713288,0.612078,13,0.264408,0.553531,0.28237887,0.16931864,0.59755641,1.981304,False,2.6644,0.990364
NET-000457,liquidity_pool,50,175,7.0286,34,0.14057295,0.58821843,1.878057,5,0.16197087,0.21704836,0.11726786,0.806468,2,0.089912,0.65934,0.50995464,0.24786583,0.85647802,1.471499,False,2.0724,1.304893
NET-000458,liquidity_pool,50,98,3.9444,20,0.07888887,0.5657129,2.447669,5,0.02700128,0.28330178,0.13240494,0.521003,4,0.226135,0.73774,0.41035953,0.07491326,0.43269603,1.833073,True,2.6471,0.843001
NET-000459,token_transfer,50,157,6.2895,27,0.12578917,0.09071822,1.969374,4,0.20078819,0.3386093,0.08806471,0.939156,4,0.599981,0.727172,0.01742103,0.27789882,0.53519218,1.343668,True,2.8855,1.519587
NET-000460,validator_consensus,500,1891,7.5679,46,0.01513572,0.06917708,2.893182,6,0.09049368,0.3842982,0.01124897,0.890384,14,0.409405,0.821325,0.27995697,0.24603489,0.47997704,2.865164,True,2.3463,1.440671
NET-000461,oracle_network,20,39,3.9351,20,0.19675502,0.57073773,1.876587,3,0.05020692,0.49987792,0.1435243,0.755317,2,0.254274,0.782071,0.24342632,0.10071993,0.73966557,1.674609,True,2.3398,1.222129
NET-000462,oracle_network,200,350,3.5017,20,0.01750874,0.72584731,3.521727,13,0.10143314,0.66265644,0.02869528,0.693025,6,0.094719,0.72855,0.07697636,0.20640115,0.54400706,0.875557,True,2.8008,1.121338
NET-000463,oracle_network,1000,2016,4.0339,18,0.00403394,0.28521825,4.274062,10,0.59747011,0.34369048,0.00481891,0.429003,20,0.145758,0.894797,0.05567173,0.50695118,0.44295837,1.336477,False,2.7979,0.694142
NET-000464,bridge_relay,1000,3885,7.7704,39,0.0077704,0.66299406,3.181271,6,0.19110364,0.58770687,0.0041381,0.66679,14,0.132483,0.825078,0.30115045,0.42173959,0.41075442,2.015322,True,2.5279,1.078888
NET-000465,liquidity_pool,50,180,7.2204,24,0.14440827,0.37728776,1.857014,3,0.04114963,0.11936284,0.15758414,0.650136,3,0.446003,0.594747,0.19871387,0.23840866,0.62602634,2.915296,True,2.3397,1.051942
NET-000466,liquidity_pool,200,912,9.1291,42,0.04564556,0.25987495,2.288281,5,0.21055145,0.56394257,0.03118699,0.521329,7,0.163157,0.913925,0.05888318,0.37137582,0.20380057,2.730808,True,2.7282,0.843528
NET-000467,market_maker_graph,200,550,5.5087,28,0.02754359,0.23986165,2.828571,9,0.08340224,0.4094091,0.03973002,0.829426,5,0.13643,0.891684,0.08479795,0.36033142,0.30688217,1.786906,True,2.549,1.342039
NET-000468,market_maker_graph,50,86,3.4766,17,0.0695329,0.41502387,2.609975,6,0.24781322,0.4696612,0.03383663,0.280095,2,0.097879,0.64145,0.13307936,0.51938412,0.02970983,1.690403,False,2.3536,0.453204
NET-000469,oracle_network,500,1801,7.2069,32,0.01441387,0.42556722,2.952337,8,0.42087024,0.32972964,0.01035796,0.477292,14,0.25463,0.813417,0.30682273,0.27219911,0.36623176,1.848414,False,2.1258,0.772274
NET-000470,market_maker_graph,500,1362,5.4489,21,0.01089775,0.26118433,3.334185,10,0.07786256,0.5175083,0.01307417,0.541411,10,0.205437,0.763153,0.27836089,0.23548484,0.88555355,1.989816,True,2.4663,0.876021
NET-000471,token_transfer,500,1501,6.0072,31,0.01201444,0.14803575,3.191986,5,0.16344342,0.1075483,0.01402961,0.869831,10,0.108842,0.969415,0.13297753,0.26381463,0.7077134,2.047374,True,2.5671,1.407417
NET-000472,validator_consensus,200,865,8.6532,40,0.04326608,0.43932996,2.336849,6,0.36315541,0.61216259,0.01120846,0.523704,5,0.347974,0.890149,0.15487016,0.25558402,0.26887787,3.224886,False,2.743,0.847371
NET-000473,interbank_lending,20,53,5.3247,28,0.26623255,0.33890584,1.624183,4,0.08720793,0.86209107,0.18718357,0.752031,2,0.457943,0.898342,0.2250353,0.2388392,0.50427892,1.180597,False,2.3626,1.216812
NET-000474,validator_consensus,50,169,6.7811,27,0.13562167,0.59287525,1.906727,4,0.01693857,0.23327728,0.07208612,0.740044,4,0.411677,0.902714,0.20329601,0.2988115,0.63886583,1.77437,False,2.3959,1.197417
NET-000475,interbank_lending,50,152,6.0887,38,0.12177444,0.46614029,1.997454,5,0.27539177,0.60961689,0.07661491,0.719964,3,0.3786,0.905599,0.15050998,0.2940767,0.52128359,1.337398,True,2.2158,1.164925
NET-000476,validator_consensus,20,48,4.853,19,0.24264862,0.41875297,1.695426,3,0.35119544,0.15540497,0.17407045,0.722686,2,0.438963,0.936717,0.28773553,0.33548322,0.36067236,1.509304,False,2.5016,1.169331
NET-000477,token_transfer,200,469,4.6944,26,0.02347221,0.46491039,3.045902,8,0.12376697,0.68834318,0.02325904,0.229672,7,0.453912,0.614841,0.43354405,0.36107279,0.02752423,1.769075,False,2.2018,0.371616
NET-000478,validator_consensus,500,1982,7.9314,34,0.0158627,0.35999049,2.838281,6,0.30743268,0.43041557,0.01111482,0.161891,10,0.265072,0.887148,0.43484432,0.28777077,0.727535,2.152075,True,2.5587,0.261945
NET-000479,interbank_lending,1000,2595,5.1916,20,0.00519161,0.30257889,3.788819,10,0.03258969,0.31216858,0.00581848,0.640051,22,0.379589,0.571372,0.35106562,0.33200764,0.41141241,1.649374,True,2.4175,1.035625
NET-000480,interbank_lending,500,1806,7.2269,34,0.01445388,0.3456943,2.948926,6,0.51608099,0.43398733,0.00628789,0.762974,14,0.350413,0.858187,0.1668326,0.11613069,0.75034113,2.409871,True,2.7552,1.234518
NET-000481,interbank_lending,100,429,8.5992,29,0.08599198,0.12347832,2.036173,5,0.25776824,0.45470085,0.06531974,0.523709,5,0.378313,0.602261,0.1447537,0.37064662,0.56708646,2.238657,False,2.041,0.847379
NET-000482,governance_voting,200,660,6.6045,36,0.03302243,0.42022729,2.611632,8,0.17785793,0.4685868,0.00977362,0.479825,7,0.412066,0.834786,0.16512415,0.16557557,0.55125698,1.387459,True,2.6498,0.776372
NET-000483,liquidity_pool,500,2293,9.1731,41,0.01834613,0.33255688,2.679007,7,0.51110428,0.27940241,0.01343291,0.614744,10,0.038792,0.932138,0.29494833,0.26046962,0.41635893,2.775626,True,2.1967,0.994677
NET-000484,token_transfer,200,824,8.2407,40,0.04120334,0.4900818,2.38275,6,0.42579956,0.32850528,0.01410002,0.590609,6,0.233878,0.933799,0.08333659,0.47478047,0.00696094,2.910776,True,2.5117,0.955625
NET-000485,market_maker_graph,100,302,6.0536,23,0.06053649,0.25130912,2.35734,5,0.11494972,0.63060264,0.05354436,0.640723,5,0.360022,0.844392,0.41315426,0.31088069,0.74301312,1.642428,True,2.8286,1.036711
