experiment_id,oscillator_count_N,coupling_topology,frequency_distribution,coupling_strength_K,critical_coupling_Kc,K_over_Kc_ratio,order_parameter_R,susceptibility_chi,relaxation_time_tau,phase_locked_fraction,mean_field_frequency,chimera_state_detected,lyapunov_exponent_max,simulation_timesteps,integration_method,thermalization_steps
OSC-000508,16,lattice_2d,lorentzian,4.472135,1.235652,3.61925,0.85293943,0.17757062,0.274237,0.794647,7.876754,False,-0.07620867,10000,rk4,1000
OSC-000509,24,random_erdos_renyi,bimodal,1.058824,1.646882,0.642926,0.10363117,0.03143189,25.031489,0.126188,7.938154,False,0.06919763,10000,euler,1000
OSC-000510,96,all_to_all,bimodal,2.832912,0.63662,4.449928,0.88263245,1.11484616,0.513771,0.848617,7.868432,False,-0.11933985,100000,symplectic_4th,10000
OSC-000511,24,small_world,gaussian,4.387691,1.771426,2.476926,0.76985192,0.00241464,0.288389,0.720648,7.74941,False,-0.10450895,50000,rk4,5000
OSC-000512,96,scale_free,lorentzian,0.963353,1.505162,0.640033,0.10733543,2.3184774,88.34947,0.078346,7.91241,False,0.07868009,500000,symplectic_4th,10000
OSC-000513,32,all_to_all,lorentzian,1.412827,0.63662,2.219263,0.74648387,0.45580362,1.462386,0.692435,7.899552,False,-0.11330866,500000,symplectic_4th,5000
OSC-000514,96,scale_free,lorentzian,4.570607,1.90305,2.401727,0.76358039,2.49927363,0.274636,0.841625,7.793091,False,-0.0808334,50000,euler,10000
OSC-000515,16,random_erdos_renyi,lorentzian,4.756365,1.757185,2.706809,0.79859864,0.31485871,0.345235,0.807155,7.741597,False,-0.12050147,10000,rk4,10000
OSC-000516,32,small_world,gaussian,4.927565,1.908507,2.581895,0.78460947,0.04691628,0.313509,0.744055,7.881129,False,-0.08356817,500000,euler,10000
OSC-000517,32,all_to_all,uniform,4.242862,0.63662,6.664671,0.9220692,0.07111966,0.099503,0.921235,7.908722,False,-0.09571564,10000,euler,10000
OSC-000518,32,all_to_all,lorentzian,3.774585,0.63662,5.929105,0.91310681,0.03234339,0.167744,0.96703,7.972153,False,-0.12785699,10000,rk4,10000
OSC-000519,96,all_to_all,uniform,3.738995,0.63662,5.873199,0.9064779,0.40256206,0.431209,0.944107,7.683747,False,-0.07614777,100000,verlet,5000
OSC-000520,8,small_world,lorentzian,4.849386,1.367077,3.547265,0.84823091,0.01097322,0.241556,0.816198,7.860376,False,-0.11344257,100000,euler,5000
OSC-000521,8,scale_free,bimodal,4.762141,1.634583,2.913368,0.81129661,0.04627954,0.193244,0.830696,7.999655,False,-0.09464947,500000,verlet,5000
OSC-000522,16,lattice_2d,lorentzian,4.881505,1.229439,3.970514,0.87286603,0.24045504,0.307423,0.91118,7.742893,False,-0.09999785,500000,euler,1000
OSC-000523,128,small_world,bimodal,1.626129,1.66561,0.976296,0.02648768,1.90270902,113.659452,0.084635,7.8212,False,0.05117145,50000,symplectic_4th,10000
OSC-000524,128,small_world,gaussian,2.620712,1.294422,2.024619,0.71389194,3.81503798,0.504771,0.734431,7.853068,False,-0.10608538,10000,euler,10000
OSC-000525,16,ring,gaussian,2.244246,0.392699,5.714926,0.90369715,0.20446591,0.532232,0.876509,7.858059,False,-0.09242303,500000,symplectic_4th,1000
OSC-000526,48,all_to_all,bimodal,4.979147,0.63662,7.821226,0.9307339,0.29435415,0.027398,0.924901,7.91745,False,-0.08019613,50000,euler,5000
OSC-000527,32,random_erdos_renyi,lorentzian,2.644961,1.252819,2.111208,0.72546055,0.67676667,0.923894,0.680814,7.793503,False,-0.13843563,50000,euler,10000
OSC-000528,128,all_to_all,lorentzian,2.139884,0.63662,3.361323,0.83853752,1.66641826,0.746376,0.832306,7.888741,False,-0.07154941,500000,verlet,1000
OSC-000529,8,random_erdos_renyi,bimodal,3.218083,1.407541,2.286316,0.74860659,0.13468914,0.487742,0.781188,7.8358,False,-0.10938842,500000,verlet,5000
OSC-000530,96,small_world,gaussian,0.479633,2.145481,0.223555,0.09512268,2.23174025,93.191048,0.133488,7.972902,False,0.07140891,500000,verlet,10000
OSC-000531,48,lattice_2d,bimodal,1.235972,1.505549,0.820944,0.01021294,0.71138968,69.622897,0,7.793235,True,0.04956084,10000,rk4,1000
OSC-000532,128,scale_free,bimodal,1.702738,1.501024,1.134384,0.34330386,1.27849303,4.632881,0.325347,7.744663,False,-0.08505369,100000,verlet,10000
OSC-000533,16,random_erdos_renyi,gaussian,4.184664,2.195383,1.90612,0.68613511,0.08635339,0.314391,0.632244,7.786945,False,-0.09262779,500000,verlet,1000
OSC-000534,8,small_world,bimodal,3.876649,1.057378,3.666286,0.8485728,0.1492127,0.201781,0.780026,7.887171,False,-0.10622946,100000,euler,10000
OSC-000535,8,ring,bimodal,1.868858,0.785398,2.379504,0.76459746,0.17996526,0.810432,0.861494,7.932057,False,-0.111932,10000,verlet,1000
OSC-000536,48,lattice_2d,bimodal,3.550896,0.70441,5.040951,0.90102345,0.45506682,0.384016,0.88985,7.819108,False,-0.10450212,500000,symplectic_4th,1000
OSC-000537,128,lattice_2d,uniform,0.287149,1.168349,0.245773,0.18430033,1.76894477,151.881972,0.251286,7.866594,False,0.04229534,500000,rk4,1000
OSC-000538,128,lattice_2d,uniform,1.459643,1.267251,1.151819,0.36626496,2.40210102,4.824256,0.362724,7.740339,True,-0.12018984,50000,verlet,10000
OSC-000539,8,lattice_2d,bimodal,2.140256,0.932418,2.295382,0.74998246,0.05522474,0.88052,0.829233,7.87728,False,-0.08740343,50000,symplectic_4th,1000
OSC-000540,48,random_erdos_renyi,gaussian,3.212969,1.384384,2.320864,0.75165943,1.10489595,0.344683,0.72762,7.948884,False,-0.08344427,10000,symplectic_4th,1000
OSC-000541,16,all_to_all,gaussian,3.674797,0.63662,5.772357,0.91304009,0.2441735,0.45103,0.996383,7.793582,False,-0.09662406,100000,symplectic_4th,1000
OSC-000542,32,small_world,gaussian,3.762301,1.296067,2.90286,0.80940953,0.04483761,0.344115,0.837697,7.806647,False,-0.07461916,500000,euler,1000
OSC-000543,48,ring,gaussian,4.898463,0.1309,37.421503,0.98636574,0.99568327,0.287634,1.0,7.717351,False,-0.07399159,500000,euler,1000
OSC-000544,96,ring,gaussian,4.969403,0.06545,75.926879,0.99070155,1.51859532,0.169308,0.953139,7.686068,False,-0.05598504,100000,rk4,10000
OSC-000545,32,small_world,gaussian,0.664961,1.425718,0.466404,0.00901053,0.20804412,28.552116,0.051445,7.932346,False,0.03645798,10000,verlet,10000
OSC-000546,16,lattice_2d,lorentzian,4.359713,1.710188,2.54926,0.78479397,0.16830284,0.302683,0.847042,8.008678,False,-0.07396521,100000,euler,5000
OSC-000547,24,all_to_all,bimodal,4.065185,0.63662,6.385577,0.91321782,0.32496332,0.198164,0.933276,7.868469,False,-0.11317964,100000,verlet,5000
OSC-000548,96,small_world,uniform,3.839548,2.104344,1.824582,0.67149287,1.88727998,0.50362,0.595662,7.912157,False,-0.08060009,10000,euler,10000
OSC-000549,24,small_world,gaussian,4.76232,1.413435,3.369324,0.83653579,0.1854835,0.206466,0.76112,7.871068,False,-0.0971127,50000,verlet,5000
OSC-000550,96,ring,bimodal,0.104132,0.06545,1.591016,0.61202273,2.55008346,20.528561,0.631438,7.835846,False,-0.08656584,10000,euler,1000
OSC-000551,64,all_to_all,bimodal,0.880716,0.63662,1.383426,0.529013,1.11492469,3.881155,0.550358,7.7343,False,-0.09663549,500000,euler,1000
OSC-000552,96,ring,lorentzian,3.838917,0.06545,58.654332,0.99378871,2.19039131,0.412716,0.938454,7.817067,False,-0.12086746,500000,rk4,5000
OSC-000553,128,lattice_2d,uniform,3.862435,1.572688,2.455945,0.77233397,0.48609338,0.501605,0.802829,7.70695,False,-0.09953047,50000,euler,5000
OSC-000554,32,all_to_all,gaussian,1.579496,0.63662,2.481066,0.76478161,0.58293033,1.103687,0.776972,7.881707,False,-0.11123372,500000,rk4,5000
OSC-000555,96,ring,gaussian,2.051259,0.06545,31.34093,0.98675585,0.50727185,0.495889,1.0,7.74349,False,-0.10317451,500000,rk4,1000
OSC-000556,64,ring,bimodal,3.462863,0.098175,35.272437,0.98209273,1.56973046,0.30692,0.956909,7.738116,False,-0.08018207,10000,symplectic_4th,10000
OSC-000557,64,scale_free,lorentzian,4.236425,1.605993,2.637885,0.78917492,0.58504533,0.424145,0.836536,7.842198,False,-0.14035048,10000,euler,1000
OSC-000558,64,lattice_2d,lorentzian,3.665381,1.677531,2.184985,0.74076233,0.44611823,0.509342,0.735723,7.879904,False,-0.11908941,100000,verlet,5000
OSC-000559,64,lattice_2d,lorentzian,3.857485,1.518699,2.539993,0.78060147,0.71434501,0.397872,0.830642,7.75059,False,-0.0944809,10000,rk4,5000
OSC-000560,8,random_erdos_renyi,bimodal,0.563406,1.501085,0.375332,0.14814143,0.06353963,5.758848,0.111765,7.863622,False,0.08009034,50000,symplectic_4th,1000
OSC-000561,16,small_world,lorentzian,0.287608,1.419333,0.202636,0.31004277,0.00280026,16.565257,0.288711,7.669731,False,0.0474505,100000,verlet,5000
OSC-000562,96,all_to_all,gaussian,4.756759,0.63662,7.471899,0.93055206,2.35525075,0.38331,0.866661,7.784533,False,-0.09595836,50000,verlet,5000
OSC-000563,32,lattice_2d,uniform,3.827523,1.26108,3.035116,0.82169774,0.16935102,0.452099,0.828821,7.750754,False,-0.11290924,50000,verlet,5000
OSC-000564,8,scale_free,gaussian,0.191723,1.140099,0.168163,0.16004663,0.10162503,7.768654,0.22726,7.916515,False,0.04735942,50000,euler,1000
OSC-000565,64,ring,uniform,3.095793,0.098175,31.533486,0.98354731,0.22921128,0.231165,0.996337,7.726819,False,-0.1140681,500000,rk4,5000
OSC-000566,64,small_world,lorentzian,4.286344,1.575854,2.720014,0.79391973,0.14892516,0.368375,0.817868,7.917142,False,-0.1241047,10000,symplectic_4th,10000
OSC-000567,64,all_to_all,gaussian,3.765253,0.63662,5.914446,0.91365475,0.10448684,0.302871,0.91395,7.720405,False,-0.11140051,50000,verlet,10000
OSC-000568,96,scale_free,uniform,3.781803,1.535548,2.462836,0.76997846,2.50909975,0.540009,0.766836,7.735188,False,-0.10456415,10000,rk4,5000
OSC-000569,32,ring,uniform,2.896651,0.19635,14.75252,0.96641532,0.48976387,0.396986,0.886205,7.74667,False,-0.08806922,50000,symplectic_4th,10000
OSC-000570,48,small_world,lorentzian,3.465535,1.197157,2.894804,0.80593082,0.02257453,0.333352,0.744278,7.828214,False,-0.09682969,500000,verlet,5000
OSC-000571,24,ring,bimodal,1.513198,0.261799,5.779992,0.91349197,0.02812985,0.774393,0.883528,7.843783,False,-0.08357756,500000,symplectic_4th,5000
OSC-000572,32,lattice_2d,uniform,3.132492,1.337701,2.341698,0.76010943,0.66039977,0.689371,0.759646,7.803,False,-0.14794082,100000,euler,1000
OSC-000573,128,lattice_2d,uniform,3.046579,1.561396,1.95119,0.69809343,1.59522595,0.572597,0.66543,7.825339,False,-0.08108158,50000,euler,5000
OSC-000574,32,small_world,gaussian,1.535611,1.32783,1.156482,0.36974034,0.18581879,4.519008,0.378794,7.588911,False,-0.13655907,50000,symplectic_4th,10000
OSC-000575,16,random_erdos_renyi,lorentzian,1.299831,1.955748,0.664621,0.39396076,0.14936121,14.801042,0.393299,7.678627,False,0.02985055,500000,symplectic_4th,1000
OSC-000576,96,small_world,uniform,3.607395,1.701686,2.119895,0.72202052,0.83907619,0.498407,0.669611,7.84648,False,-0.10620118,500000,rk4,5000
OSC-000577,96,lattice_2d,bimodal,0.81532,1.360876,0.599114,0.02278707,0.81932855,131.75059,0.023334,7.781321,False,0.06006245,100000,euler,1000
OSC-000578,128,ring,lorentzian,0.575916,0.049087,11.732463,0.95802713,0.96488258,1.832246,1.0,7.761158,False,-0.09948602,100000,symplectic_4th,5000
OSC-000579,128,lattice_2d,lorentzian,2.884333,1.732679,1.664667,0.62940452,0.06859433,0.910156,0.662471,7.847432,False,-0.08106444,100000,verlet,5000
OSC-000580,24,random_erdos_renyi,lorentzian,1.54491,1.180896,1.308253,0.4860886,0.22543877,2.51969,0.511257,7.896195,False,-0.12125891,10000,euler,10000
OSC-000581,48,ring,uniform,1.371164,0.1309,10.474919,0.95380168,0.33679846,0.637118,1.0,7.827511,False,-0.10899245,100000,euler,10000
OSC-000582,64,random_erdos_renyi,lorentzian,1.952096,1.375767,1.418915,0.54658785,0.22552833,1.78446,0.504973,7.732736,False,-0.09803758,10000,verlet,1000
OSC-000583,48,ring,gaussian,0.835434,0.1309,6.382244,0.91470365,0.00913474,1.44791,0.937311,7.700189,False,-0.09980265,10000,euler,10000
OSC-000584,32,small_world,uniform,1.714624,1.390038,1.233508,0.43605139,0.69056948,3.040796,0.355787,7.794378,False,-0.06303652,10000,symplectic_4th,10000
OSC-000585,32,ring,lorentzian,4.006622,0.19635,20.40556,0.96845602,0.62826327,0.475775,0.990969,7.773814,False,-0.10254411,100000,verlet,1000
OSC-000586,32,lattice_2d,uniform,4.540091,1.31642,3.448817,0.8446621,0.52106229,0.328874,0.880743,7.838352,False,-0.12271961,10000,rk4,5000
OSC-000587,16,ring,bimodal,0.670391,0.392699,1.707137,0.64647348,0.21308375,3.408808,0.637321,7.700617,False,-0.0979194,500000,rk4,10000
OSC-000588,128,lattice_2d,gaussian,3.802161,1.138895,3.338465,0.83560505,2.25368523,0.370361,0.802442,7.873766,False,-0.11212922,500000,verlet,10000
OSC-000589,48,small_world,gaussian,1.771597,1.303482,1.359127,0.51254098,0.03030688,2.057368,0.495253,7.832634,False,-0.11267332,10000,verlet,10000
OSC-000590,128,scale_free,gaussian,3.397583,1.719405,1.976022,0.70549792,3.39097442,0.703781,0.663687,7.95742,False,-0.0942237,10000,euler,1000
OSC-000591,48,random_erdos_renyi,lorentzian,1.668078,1.323299,1.260545,0.45331336,0.43752946,2.776227,0.51852,7.777718,False,-0.10500161,50000,euler,5000
OSC-000592,24,ring,gaussian,1.695838,0.261799,6.477625,0.91497593,0.21191312,0.606681,0.885723,7.819383,False,-0.11425685,100000,symplectic_4th,5000
OSC-000593,64,ring,lorentzian,1.735239,0.098175,17.674995,0.96878766,1.48059304,0.5071,0.985142,7.748488,False,-0.0871137,500000,rk4,5000
OSC-000594,64,lattice_2d,gaussian,0.19545,2.005788,0.097443,0.03339807,0.51611445,55.602024,0.024711,7.748247,False,0.03765595,500000,verlet,10000
OSC-000595,32,ring,bimodal,4.296377,0.19635,21.881268,0.97910655,0.5070329,0.289733,0.953005,7.931691,False,-0.10404624,10000,symplectic_4th,10000
OSC-000596,128,ring,lorentzian,4.935953,0.049087,100.55441,0.99305592,0.89631087,0.1862,1.0,7.861634,False,-0.12086921,100000,rk4,5000
OSC-000597,24,lattice_2d,uniform,1.690273,1.424023,1.186971,0.39755332,0.00492546,3.652948,0.420836,7.809814,True,-0.08726383,10000,symplectic_4th,1000
OSC-000598,64,random_erdos_renyi,lorentzian,3.478894,0.981536,3.544336,0.84565899,1.33682997,0.531229,0.898973,7.717484,False,-0.10344913,100000,symplectic_4th,10000
OSC-000599,32,ring,lorentzian,2.394799,0.19635,12.196613,0.94927353,0.04069567,0.474747,0.915021,7.689789,False,-0.10111708,10000,euler,1000
OSC-000600,96,scale_free,bimodal,4.049718,1.997562,2.02733,0.71300382,0.77014218,0.765826,0.768904,7.739553,False,-0.08156045,10000,verlet,10000
OSC-000601,128,small_world,lorentzian,2.870003,1.175491,2.441536,0.76623725,3.48024312,0.558597,0.678504,7.79451,False,-0.09512488,500000,euler,1000
OSC-000602,96,small_world,bimodal,2.311314,1.394264,1.65773,0.63233966,0.11312438,1.055888,0.616555,7.77544,False,-0.11459827,500000,rk4,5000
OSC-000603,48,all_to_all,bimodal,0.192471,0.63662,0.302333,0.02361703,0.98055712,47.620965,0.059071,7.789396,False,0.0341757,500000,euler,10000
OSC-000604,64,lattice_2d,gaussian,1.61156,1.563714,1.030598,0.17361985,1.27670208,17.360248,0.186952,7.820304,True,-0.08710042,10000,verlet,5000
OSC-000605,32,lattice_2d,gaussian,1.088337,1.699228,0.640489,0.28121988,1.1600326,33.534964,0.392921,7.833292,False,0.04534091,500000,rk4,5000
OSC-000606,8,scale_free,gaussian,2.055973,1.261443,1.629858,0.62690328,0.10154331,1.337046,0.635606,7.789429,False,-0.07994503,10000,euler,1000
OSC-000607,16,scale_free,lorentzian,3.773445,2.09129,1.804362,0.66634522,0.25510544,0.769537,0.657991,7.781112,False,-0.08815941,10000,symplectic_4th,1000
OSC-000608,8,scale_free,bimodal,1.837937,1.020223,1.801505,0.67519728,0.2234931,1.144501,0.586363,7.908015,False,-0.12526182,10000,symplectic_4th,5000
OSC-000609,8,small_world,lorentzian,0.322311,2.649133,0.121666,0.12693731,0.03908529,9.931463,0.130458,7.901687,False,0.06737986,10000,rk4,10000
OSC-000610,32,lattice_2d,lorentzian,0.871665,1.284973,0.678353,0.1320657,0.67171873,45.269486,0.212418,7.794397,False,0.054685,10000,euler,1000
OSC-000611,128,ring,lorentzian,2.077906,0.049087,42.330755,0.98707787,0.43706614,0.627722,0.978416,7.813335,False,-0.09525397,500000,rk4,10000
OSC-000612,24,scale_free,uniform,2.743427,1.511656,1.814848,0.67057999,0.1431172,0.827495,0.690687,7.78876,False,-0.08844521,500000,rk4,1000
OSC-000613,128,scale_free,bimodal,0.758586,1.730197,0.438439,0.08615444,0.17161257,105.981211,0.06496,7.934314,False,0.05858573,100000,rk4,5000
OSC-000614,128,lattice_2d,gaussian,0.716582,1.40995,0.508232,0.15924936,1.06588984,151.468358,0.216533,7.823196,False,0.01823913,100000,rk4,1000
OSC-000615,32,small_world,gaussian,3.581256,1.468221,2.439181,0.76516255,0.09573459,0.502517,0.617783,7.798574,False,-0.1044976,100000,symplectic_4th,5000
OSC-000616,24,random_erdos_renyi,uniform,3.764886,2.139589,1.759631,0.65881366,0.08284414,0.68796,0.524713,7.971331,False,-0.09744956,50000,euler,5000
OSC-000617,64,all_to_all,bimodal,2.47084,0.63662,3.881186,0.85963755,1.38860531,0.595847,0.799757,7.763575,False,-0.09587682,100000,symplectic_4th,1000
OSC-000618,48,lattice_2d,lorentzian,1.350894,1.16976,1.154846,0.37137847,0.67446751,5.123683,0.301063,7.785378,True,-0.10902111,100000,rk4,5000
OSC-000619,96,lattice_2d,uniform,4.827292,1.260979,3.82821,0.86055197,1.45102302,0.232802,0.866966,7.75044,False,-0.10522154,100000,verlet,5000
OSC-000620,96,random_erdos_renyi,uniform,0.994801,2.283073,0.435729,0.05728135,1.81149367,59.825384,0.029705,7.826215,False,0.03538471,50000,verlet,10000
OSC-000621,24,random_erdos_renyi,uniform,4.021274,1.029716,3.905226,0.86059427,0.37197377,0.449477,0.840545,7.797625,False,-0.09348191,50000,euler,10000
OSC-000622,24,random_erdos_renyi,bimodal,4.799378,1.652475,2.904358,0.80718323,0.43099423,0.290299,0.91583,7.674113,False,-0.0823545,50000,verlet,1000
OSC-000623,16,small_world,lorentzian,1.122899,1.291326,0.86957,0.03481977,0.05366629,20.902202,0.069008,7.902828,False,0.06767534,50000,euler,5000
OSC-000624,24,lattice_2d,bimodal,4.188212,1.347676,3.10773,0.82523516,0.79756209,0.461081,0.807913,8.038401,False,-0.07657697,50000,euler,5000
OSC-000625,24,lattice_2d,lorentzian,3.826865,1.844661,2.074563,0.72173648,0.2481057,0.484512,0.743306,7.751987,False,-0.11631375,500000,verlet,1000
OSC-000626,128,ring,uniform,4.413112,0.049087,89.903174,0.99449823,0.76165609,0.401665,0.908233,8.014502,False,-0.09028509,100000,rk4,10000
OSC-000627,128,scale_free,gaussian,3.992833,1.827836,2.184459,0.73445446,1.32850894,0.388539,0.873,8.039548,False,-0.12153946,100000,euler,10000
OSC-000628,128,lattice_2d,bimodal,2.166203,1.254815,1.726313,0.64634872,0.67429121,1.055048,0.725144,7.817679,False,-0.08497143,100000,symplectic_4th,10000
OSC-000629,48,small_world,uniform,2.479189,1.972514,1.256867,0.45244427,0.18856793,1.899143,0.416498,7.861774,False,-0.06258666,500000,symplectic_4th,10000
OSC-000630,96,all_to_all,uniform,2.992681,0.63662,4.700892,0.88722013,1.60465754,0.183679,0.864993,7.807129,False,-0.09833436,500000,symplectic_4th,10000
OSC-000631,8,small_world,bimodal,4.275942,1.217326,3.51257,0.8380553,0.03672729,0.496267,0.804447,7.709812,False,-0.12499851,10000,euler,10000
OSC-000632,24,all_to_all,lorentzian,0.584141,0.63662,0.917566,0.32261392,0.03354352,22.774464,0.226158,7.825922,False,0.08693176,100000,verlet,1000
OSC-000633,48,scale_free,uniform,3.210556,1.290187,2.488442,0.77738902,0.51313679,0.459269,0.684267,7.758313,False,-0.1196001,100000,euler,5000
OSC-000634,16,small_world,lorentzian,3.120373,1.104368,2.825484,0.80318437,0.14374654,0.519966,0.896175,7.958667,False,-0.08098093,500000,verlet,10000
OSC-000635,128,lattice_2d,gaussian,4.294282,1.508314,2.847075,0.80427083,0.12437552,0.36594,0.760486,7.866099,False,-0.09343849,10000,rk4,1000
OSC-000636,48,random_erdos_renyi,lorentzian,3.808176,1.653417,2.303216,0.74938851,0.36488713,0.439654,0.718038,7.943736,False,-0.08545528,500000,verlet,1000
OSC-000637,64,random_erdos_renyi,lorentzian,0.607768,0.961015,0.632423,0.17026314,1.77045335,57.596732,0.201975,7.775798,False,0.04250645,50000,symplectic_4th,1000
OSC-000638,32,random_erdos_renyi,gaussian,3.370855,1.447015,2.329523,0.75485017,0.68961485,0.659978,0.630966,7.832089,False,-0.08569618,50000,euler,1000
OSC-000639,48,ring,uniform,4.301904,0.1309,32.864123,0.98158182,0.5341365,0.096968,0.91949,7.85278,False,-0.08800264,500000,symplectic_4th,10000
OSC-000640,48,lattice_2d,lorentzian,1.91412,1.577302,1.213541,0.41734977,1.3931443,2.745237,0.397298,7.915008,False,-0.08962103,50000,euler,1000
OSC-000641,128,random_erdos_renyi,lorentzian,0.613557,1.45803,0.420812,0.02931455,0.46331309,104.917701,0.092744,8.013496,False,0.04453982,50000,symplectic_4th,5000
OSC-000642,8,scale_free,bimodal,4.770504,1.17889,4.046606,0.86782254,0.12862364,0.390452,0.851777,7.817528,False,-0.12314627,50000,rk4,10000
OSC-000643,64,all_to_all,lorentzian,2.891793,0.63662,4.542417,0.88720387,1.6164204,0.389073,0.874038,7.71684,False,-0.11357128,500000,euler,10000
OSC-000644,128,small_world,lorentzian,1.719613,0.81195,2.11788,0.7232495,0.1686121,1.142388,0.714006,7.683427,False,-0.1074507,100000,rk4,10000
OSC-000645,8,lattice_2d,lorentzian,0.447966,1.05835,0.423268,0.31872123,0.15615164,8.643553,0.336137,7.885817,False,0.08420167,50000,euler,1000
OSC-000646,128,lattice_2d,uniform,1.725772,1.434476,1.203068,0.41233435,2.00575089,3.272848,0.339884,7.863144,False,-0.11844331,500000,euler,5000
OSC-000647,24,all_to_all,lorentzian,1.840269,0.63662,2.890688,0.8065144,0.23563633,0.760081,0.806578,7.771622,False,-0.09167612,10000,verlet,5000
OSC-000648,16,random_erdos_renyi,lorentzian,4.91185,1.906183,2.576798,0.78312664,0.30408119,0.366698,0.846183,8.054408,False,-0.101901,500000,verlet,1000
OSC-000649,64,all_to_all,gaussian,1.023562,0.63662,1.607808,0.61480164,0.3459939,2.475641,0.623886,7.920221,False,-0.06935016,100000,euler,5000
OSC-000650,24,random_erdos_renyi,gaussian,4.090371,1.023168,3.997752,0.8605844,0.35320265,0.517254,0.81919,7.843711,False,-0.10974703,100000,verlet,1000
OSC-000651,64,lattice_2d,gaussian,0.588636,1.346748,0.437079,0.04058359,0.76996898,70.966249,0.006217,7.770778,False,0.02186405,500000,symplectic_4th,1000
OSC-000652,16,small_world,gaussian,1.891898,1.623572,1.165269,0.37721318,0.45450522,3.631355,0.424333,7.689737,False,-0.06535264,500000,rk4,10000
OSC-000653,16,lattice_2d,lorentzian,3.540809,1.828326,1.93664,0.69206021,0.1066114,0.557725,0.666723,7.766176,False,-0.07761575,100000,symplectic_4th,5000
OSC-000654,96,scale_free,uniform,2.50328,1.883152,1.329304,0.49592602,1.00651958,1.488241,0.500873,7.654323,False,-0.09947336,100000,rk4,10000
OSC-000655,8,ring,uniform,1.604887,0.785398,2.043406,0.70162999,0.00972728,1.067577,0.682622,7.821661,False,-0.12466934,10000,verlet,5000
OSC-000656,32,small_world,uniform,2.22564,1.703577,1.306451,0.47951983,0.30160854,1.869247,0.404037,7.821696,False,-0.08664752,500000,euler,1000
OSC-000657,64,all_to_all,gaussian,2.526849,0.63662,3.969164,0.86538508,0.15523398,0.466686,0.912431,7.857486,False,-0.09194113,100000,rk4,1000
OSC-000658,64,ring,bimodal,4.150204,0.098175,42.273629,0.98737272,0.20551629,0.383745,1.0,7.84534,False,-0.09928542,500000,verlet,1000
OSC-000659,48,scale_free,uniform,2.137848,1.945697,1.098757,0.29780524,0.68009376,5.096558,0.244171,7.694974,False,-0.09799693,500000,rk4,10000
OSC-000660,128,ring,gaussian,0.445569,0.049087,9.077064,0.94409201,1.7758161,2.469628,0.926161,7.771098,False,-0.10278439,100000,symplectic_4th,5000
OSC-000661,48,small_world,lorentzian,4.1321,1.617476,2.554659,0.7810187,1.35716342,0.232992,0.72576,7.790407,False,-0.05407483,500000,symplectic_4th,1000
OSC-000662,16,ring,uniform,4.182164,0.392699,10.649794,0.9636842,0.26856893,0.4186,0.976594,7.760227,False,-0.11607965,50000,symplectic_4th,10000
OSC-000663,8,lattice_2d,gaussian,3.865891,1.286493,3.004985,0.81650308,0.05636508,0.44353,0.81907,7.878251,False,-0.11174196,50000,verlet,5000
OSC-000664,32,lattice_2d,uniform,1.529847,1.365838,1.12008,0.32870993,0.50794556,5.771647,0.353807,7.967623,True,-0.13755157,10000,euler,10000
OSC-000665,48,random_erdos_renyi,gaussian,0.802481,1.727649,0.464493,0.04807827,0.44339164,44.07044,0.000976,7.694364,False,0.04406618,50000,verlet,5000
OSC-000666,8,ring,uniform,3.453151,0.785398,4.396689,0.8795367,0.08024553,0.465872,0.897304,7.649969,False,-0.11610913,10000,rk4,1000
OSC-000667,128,random_erdos_renyi,bimodal,2.303389,1.415905,1.626797,0.62311659,1.25646868,0.96268,0.588152,7.770193,False,-0.07802758,50000,symplectic_4th,10000
OSC-000668,64,ring,gaussian,1.505631,0.098175,15.336233,0.96664007,0.44402357,0.450498,0.937171,7.879731,False,-0.08246507,500000,verlet,1000
OSC-000669,8,scale_free,bimodal,3.582361,1.916288,1.869427,0.67706287,0.0652008,0.440151,0.732249,7.686242,False,-0.06192691,500000,symplectic_4th,5000
OSC-000670,128,scale_free,bimodal,3.36033,1.234739,2.72149,0.79569747,2.3339958,0.559454,0.797678,7.987865,False,-0.1442132,100000,symplectic_4th,10000
OSC-000671,96,small_world,lorentzian,1.146217,1.196096,0.958299,0.030886,1.31721533,86.647657,0,7.915888,False,0.02005419,500000,rk4,1000
OSC-000672,32,small_world,gaussian,2.215741,1.120575,1.977324,0.69602852,0.38586037,0.897168,0.713519,7.954639,False,-0.07310967,50000,symplectic_4th,10000
OSC-000673,32,ring,bimodal,1.650804,0.19635,8.407478,0.94760332,0.33416312,0.846568,0.952177,7.714876,False,-0.12611561,10000,rk4,1000
OSC-000674,16,all_to_all,uniform,4.608842,0.63662,7.239552,0.92294352,0.2579451,0.185486,1.0,7.95403,False,-0.12050048,50000,verlet,1000
OSC-000675,64,random_erdos_renyi,lorentzian,2.958898,1.887829,1.567355,0.60298976,0.00055296,0.901236,0.563375,7.933222,False,-0.08470179,50000,euler,5000
OSC-000676,16,random_erdos_renyi,bimodal,2.400882,1.707257,1.40628,0.54281338,0.40351813,1.405186,0.655183,7.674468,False,-0.1058023,500000,rk4,1000
OSC-000677,24,scale_free,bimodal,1.958912,1.355191,1.445487,0.55554311,0.28229296,1.559437,0.470141,7.950317,False,-0.1111499,50000,symplectic_4th,1000
